text_clean,airline_sentiment,negativereason,airline,topic
told could refund cost original return flight note flight booked expensive,negative,Flight Booking Problems,American,-1
not okay since couldnt put earlier flight buy ticket another airline,negative,Flight Booking Problems,American,-1
heard back today put flight tomorrow arriving home meaning take day work,negative,Late Flight,American,-1
airport hr told nothing anyone rep said waiting mechanic finish lunch,negative,Late Flight,American,-1
ive tried less time today get touch service desk beginning est luck help,negative,Customer Service Issue,American,-1
put hold hr got call back wait hold another hour,negative,Late Flight,American,49
lost customer today flight today cancelled flightled find calling customer service yesterday,negative,Cancelled Flight,American,1
called regarding bag came yesterday one notified updated online record locator customerservice,negative,Lost Luggage,American,0
realize customer service leaf much desired folk handling call could care lessand show,negative,Customer Service Issue,American,7
unacceptable clear losing one customer doesnt matter american many bankruptcy take,negative,Can't Tell,American,-1
another airline thats accommodating customer unable simply change passenger notice simply,negative,Customer Service Issue,American,-1
way reserve dog flight without speaking representative booted helpline,negative,Customer Service Issue,American,-1
ive calling straight day one pick sure storm also customer holler,negative,Customer Service Issue,American,-1
tell luggage flight sna dfw flight mke cancelled flightled got rebooked ord,negative,Lost Luggage,American,0
gtsvyb say cancelled flightled try check,negative,Cancelled Flight,American,1
thats good expect cant get phone make change change online,negative,Flight Booking Problems,American,81
feb unprofessional unprepared unsympathetic lacked communication lacked solution,negative,Customer Service Issue,American,-1
hey not losing money next make sure stick flyer right booklet,negative,Bad Flight,American,-1
trying hr reach agent must make change cant done web pst cancelled flight rev ystday,negative,Customer Service Issue,American,30
losing luggage ridiculous angrybird wheresmybag,negative,Lost Luggage,American,0
please get together find husband luggage youre ruining ski trip aspen day luggage,negative,Lost Luggage,American,0
dont worry took good care loss gain,negative,Can't Tell,American,-1
sure whats frustrating stranded airport fate hand,negative,Late Flight,American,-1
thanks telling flight got cancelled flightled wasnt missing luggage thanks fam,negative,Lost Luggage,American,0
min still hold chg award travel sorrynotsorry,negative,Customer Service Issue,American,-1
people phone cant see difference thats poor process,negative,Customer Service Issue,American,40
still not taking call storm ended day ago like pat doyourjob,negative,Customer Service Issue,American,16
expect spend hard earn fly make exception extra call volume however never make acpt,negative,Customer Service Issue,American,-1
hour half landing bag finally trickling,negative,longlines,American,0
hour not patient dont call back feature pay someone answer phone not tweet onhold,negative,Customer Service Issue,American,18
please something boarding dca many delay bus plane tarmac despite empty gate disorganized mess,negative,Late Flight,American,2
standby line update online app either troubling,negative,Customer Service Issue,American,-1
unbelievable not even wait hold speak human resolve issue system simply hang,negative,Customer Service Issue,American,16
thanks airline ruined bag refuse anything,negative,Damaged Luggage,American,0
open kiosk priority line open main check ppl,negative,Can't Tell,American,-1
app nonsense flight cancelled flightation yesterday wasnt able use app kiosk today hour long line,negative,Cancelled Flight,American,-1
thank reach not response yet lost found go straight,negative,Customer Service Issue,American,35
bag not yet located time ive checked tracking bag hard system,negative,Lost Luggage,American,0
next time fly southwest,negative,Can't Tell,American,46
still hold way suck,negative,Customer Service Issue,American,13
flight leaving dallas right maui trying figure delayed flight going,negative,Late Flight,American,27
ask new colleague handled feb expect made whole check complaint inbox,negative,Can't Tell,American,10
tried calling got high call volume moment message said goodbye hung,negative,Customer Service Issue,American,16
dont already know isnt everyone sharing nasty food not even close decent,negative,Bad Flight,American,9
guy get rid functionality put reservation hold hour dont see,negative,Flight Booking Problems,American,8
hold since one get airport cancelled flight flight dont make pay huge fee change flight,negative,Cancelled Flight,American,-1
genuine give opinion occurred last night fly phl mia assistance airport,negative,Can't Tell,American,1
get flight change air delay causing missed connection seat late flightr,negative,Flight Booking Problems,American,12
think week waiting enough time contact lose customer,negative,Customer Service Issue,American,-1
way suck customer service dallas trapped ice storm didnt cancelled flight flight amp hold day,negative,Customer Service Issue,American,3
umm unexpected unexpected meaning guy didnt know major staff shortage,negative,Customer Service Issue,American,-1
also way speak someone phone hanging day,negative,Customer Service Issue,American,16
paid seat upgrade severe weather got booked another flight not get upgrade calling inquire help,negative,Flight Booking Problems,American,4
dont care keeping customer safe least didnt care sister,negative,Can't Tell,American,7
maybe stop tweeting start calling make available people wait onhold instead hanging,negative,Customer Service Issue,American,18
thats not point say counter clearly see site agent loss word,negative,Flight Booking Problems,American,19
caller east coast able speak actual human reservation support agent busy call late flightr,negative,Customer Service Issue,American,8
ewr dfw stopping bna refuel bad weather trying get plane closer dfw cancelled flight,negative,Late Flight,American,69
something wrong website matter flight select say longer available,negative,Flight Booking Problems,American,25
youre sending gate agent talk joke airline thanks ruining vacation neverflyaaagain,negative,Can't Tell,American,-1
sitting plane hour unacceptable complete disregard customer service,negative,Late Flight,American,80
fluctuated took hr call backended paying extra statement not true,negative,Flight Booking Problems,American,-1
one woase event lot info available winterops,negative,Flight Attendant Complaints,American,28
keep returning call hanging answer help reflight booking problem flight,negative,Customer Service Issue,American,29
calling hr getting told call back automated system extremely frustrating,negative,Customer Service Issue,American,16
sad even spending much ticket wanted wife still sister help,negative,Can't Tell,American,-1
help finding baggage reply asap direct detail,negative,Lost Luggage,American,0
hr late flightr get call back immediately disconnected,negative,Customer Service Issue,American,26
team rebooked cancelled flightled flight different airline new airline flight booking problem flight evening,negative,Cancelled Flight,American,-1
hold almost hour ridiculous,negative,Customer Service Issue,American,13
dont like making scene hasnt addressed properly please,negative,Lost Luggage,American,-1
hello one forgotten need luggage dropping ball,negative,Lost Luggage,American,0
hold time today need help confirming new flight arranged expedite,negative,Flight Booking Problems,American,-1
served nastiest food ive ever seen yesterdayrubber chicken slime entire cabin sent food backfas confirm,negative,Bad Flight,American,9
terrible response someone picking phone calling meit hour luggage,negative,Customer Service Issue,American,0
system always hang,negative,Customer Service Issue,American,-1
line sfo customer service rude disorganized congested dissapointing,negative,Customer Service Issue,American,39
help attempting cancelled flight flight cant get thru number call get dropped saying agent flight,negative,Customer Service Issue,American,30
dont bother trying get anywhere customer service team either take month counting reply,negative,Customer Service Issue,American,-1
seriously treat passenger like shit,negative,Customer Service Issue,American,62
minute since landing flight miami luggage whats delay,negative,Late Flight,American,0
got paying extra not sit way back awesome never,negative,Customer Service Issue,American,-1
define sincerely action not reflect youre saying poor attempt redeem social medium,negative,Customer Service Issue,American,-1
next stop customer service,negative,Customer Service Issue,American,-1
said last time doesnt take week reply email,negative,Customer Service Issue,American,10
trying make reservation year old lap child dont see option online proceed reservation,negative,Flight Booking Problems,American,8
min wait get deiced tulsanot good servicelooks like everyone miss connection not due weather fight,negative,Late Flight,American,-1
flight cancelled flightled let know new flight info,negative,Cancelled Flight,American,1
would sell seat hour flight half legroom occupied escape raft,negative,Bad Flight,American,67
flight dallas cancelled flightled talked reservation agent got new flight not received email,negative,Cancelled Flight,American,23
last flight ever botched weather delay point absurdity pay fly,negative,Late Flight,American,-1
happy hold phone phone system not allowing simply hang,negative,Customer Service Issue,American,-1
trying desperately rebook mom flight waited hour callback got disconnected didnt call back help,negative,Flight Booking Problems,American,1
thanks dont understand couldnt used tug next gate ground crew took break unacceptable,negative,Flight Attendant Complaints,American,2
third time called hung anyone speaks,negative,Customer Service Issue,American,16
second flight put cancelled flightled explanation missed first meetingoutraged,negative,Cancelled Flight,American,1
clueless waiting hear week refund cancelled flightled flight amp hold min,negative,Customer Service Issue,American,3
departed hour late flightr crazy crew one lady simply freaked got away job departure,negative,Can't Tell,American,36
dont require memorize fiveword phrase remember hear another six million option,negative,Can't Tell,American,-1
month still exec platinum member card give,negative,Flight Booking Problems,American,-1
love holy automated phone system going give like option give numerical shortcut,negative,Customer Service Issue,American,-1
tweet not call youre like bad boyfriend,negative,Customer Service Issue,American,18
trying speak agent flight london tonight cant get anyone help,negative,Customer Service Issue,American,30
ohi already turned itover apparently losing someone bag honeymoon doesnt require accountability,negative,Lost Luggage,American,0
ive trying reach customer service two day received zero response never traveling,negative,Customer Service Issue,American,-1
hour get back back sat plane hour flight cancelled flightled one small drink,negative,Cancelled Flight,American,37
except arent working youve done nothing help,negative,Customer Service Issue,American,48
need look handling flight company size protocol place help,negative,Can't Tell,American,-1
literally stopped allowing people wait line customer service incredible worst customer service,negative,Customer Service Issue,American,-1
weve official complaint signed americanairlines lima supervisor customer relation pls compensate hour delay,negative,Late Flight,American,10
need rebook not get agent help,negative,Flight Booking Problems,American,31
back thanks staff wouldnt passenger stranded laughed,negative,Flight Attendant Complaints,American,-1
well wont let handle reservationchange online amp reservation call hang wtf bullshit,negative,Customer Service Issue,American,8
received email requesting call re keep getting kicked phone system help,negative,Customer Service Issue,American,-1
flight cancelled flightled trying reschedule number say call back,negative,Cancelled Flight,American,1
feel free email mikehertzcom dont worry not going anywhere damn tarmac bit,negative,Can't Tell,American,33
said thing phrased differently actual help,negative,Customer Service Issue,American,-1
plane toilet wasnt working needed gas flight leaving dulles going lax,negative,Bad Flight,American,38
youre not finding rebooked airline realized couldnt get home ord,negative,Flight Booking Problems,American,31
boarded flight still sitting runway lot fun,negative,Late Flight,American,-1
funny say monitoring since january change availability fakeawards luvisbetter,negative,Flight Booking Problems,American,-1
flight home cancelled flightled today way get another flight nyc texas hour wait call back airline,negative,Cancelled Flight,American,-1
totally agree get automatic phone attendent go hang lousy service,negative,Customer Service Issue,American,-1
ive trying call reservation desk past hour cant get not expected,negative,Customer Service Issue,American,8
customer service terriblebeen waiting week reply email not helpful keep brushing problem,negative,Customer Service Issue,American,10
taken care already ive come expect level horrible service time time,negative,Customer Service Issue,American,-1
not given callback option service turned,negative,Customer Service Issue,American,-1
flying today mty mex still appear cancelled flight talk another flight,negative,Cancelled Flight,American,1
didnt call try youll understand not possible reach agenti dont know else,negative,Customer Service Issue,American,-1
probably cancelled flight flight take refund get home another way wednesday wont work,negative,Flight Booking Problems,American,-1
also wait hour speak someone phone cant wait hour,negative,Customer Service Issue,American,88
supposed cancelled flight cant online dont want lose fund ticket help,negative,Customer Service Issue,American,-1
poor customer service unacceptable also bout surfer front website noloveforsurfers pretend,negative,Customer Service Issue,American,7
need help trying cancelled flight flight take cant get hold anyone line busy,negative,Customer Service Issue,American,-1
trying cancelled flight fligt ohare dallas high call volume one answer online confirmation thanku,negative,Customer Service Issue,American,27
not given choice rep meelan contact center escalate flight supervisor book change,negative,Customer Service Issue,American,34
retrain customer service first make proper adjustment cancelled flightling flight mistake,negative,Cancelled Flight,American,1
wish better mobile app look app much seemless check,negative,Customer Service Issue,American,57
delayed flight six hour missed international connection extra night hotel still pay surfboardbag,negative,Late Flight,American,0
voucher cancelled flighted flight due weather today issue broken tire voucher cause tire broken weather nomoaa,negative,Cancelled Flight,American,-1
worst airline cancelled flight flight dont even let know even though traveling child,negative,Cancelled Flight,American,56
long mait repair wait gate capt said paperwork formality forced check bag rudelyreturning reader doesnt work,negative,Late Flight,American,0
one hour check minute long mia fail,negative,longlines,American,-1
thx showing twitter appreciates employee sure another airline would like nohotel,negative,Customer Service Issue,American,-1
cant get customer rep help option got,negative,Customer Service Issue,American,-1
could even see tried make transaction wouldnt offer price tried purchase,negative,Flight Attendant Complaints,American,-1
maam complaint visit customer service desk see line people deep,negative,Customer Service Issue,American,-1
well time arent damn thing guy winter hat frowny face,negative,Customer Service Issue,American,-1
much status million mile revenue first class ticket sitting coach thanks rude staff,negative,Customer Service Issue,American,14
deplaned ohare gate dont send customer service rep discus situation god know,negative,Customer Service Issue,American,2
time hr passed got call back ticket wasnt fault yet pay extra,negative,Customer Service Issue,American,-1
got say yall amp staff real,negative,Flight Attendant Complaints,American,3
wouldnt let complete transaction one way barbados nyc,negative,Customer Service Issue,American,-1
brother flight dfw cancelled flightled yesterday flying ont dfw today,negative,Cancelled Flight,American,69
customer service today unsat flight cnx not notified called hour phone line not even let hold,negative,Customer Service Issue,American,26
still patiently waiting response complaint email fri normal response time,negative,Customer Service Issue,American,10
flight trying change hour ive trying reach agent unbelievable,negative,Customer Service Issue,American,30
noone help bag lost honeymoon month ago not responsible professional,negative,Lost Luggage,American,0
sjcgtlax fourth time gave,negative,Customer Service Issue,American,-1
flight san angelo via dallas orlando cancelled flighted help hold disconnect,negative,Cancelled Flight,American,27
surely much better let share feedback unless something hide,negative,Customer Service Issue,American,-1
staff jfk airport discussing way left stranded,negative,Flight Attendant Complaints,American,15
add ktn existing reservation not letting add online,negative,Flight Booking Problems,American,8
still response great job guy,negative,Customer Service Issue,American,35
confused definition preferred seat paid extra one got regular seat legroom unimpressed,negative,Bad Flight,American,4
howdy trouble getting rebooked flight cancelled flightled cant get thru via phone web erroring help,negative,Flight Booking Problems,American,1
yea thats cmon buddy bring special friend conversation seem nothing,negative,Customer Service Issue,American,-1
agent domestic check mia wtf huge line many people cancelled flightled flight,negative,Cancelled Flight,American,-1
told minute wait time waiting hour hour gone ridiculous,negative,Late Flight,American,-1
dont see response,negative,Customer Service Issue,American,35
guy need educate employee pink tag stop losing guitar thousandth time,negative,Lost Luggage,American,3
pretty frustrating cant even stay hold get help flight cancelled flightation,negative,Cancelled Flight,American,1
youre equally terrible going fight get complete satisfaction mistreated,negative,Can't Tell,American,-1
wrote back saying challenging weekthats sure shit,negative,Can't Tell,American,-1
contact something alleviate terrible terrible service year old social medium guru,negative,Customer Service Issue,American,-1
week going make anything put ease asking fix thing,negative,Customer Service Issue,American,-1
didnt address assult drink spilled drunk passenger wheelchair get plane,negative,Bad Flight,American,37
complete lack faith company really shame think telling challenging,negative,Customer Service Issue,American,-1
priority baggage evidently mean come last,negative,Lost Luggage,American,0
getting need not acceptable not mention cancelled flighting meetingsinterviews client,negative,Can't Tell,American,1
airline ive spent three extra day traveling domestic spent hundred dollar,negative,Late Flight,American,67
worst flight customer service second time ive cancelled flighted got pay hotel find ride,negative,Cancelled Flight,American,-1
flight not mention fix circuit breaker bathroom plane old,negative,Bad Flight,American,-1
incredibly arrogant thing say sit ohare waiting incompetent airline refuel,negative,Late Flight,American,58
tried not anything said would talk stewardess serving drunk drink help,negative,Flight Attendant Complaints,American,37
please improve business extra flight reservation process cant book online century min hold,negative,Customer Service Issue,American,-1
tried already waiting list call back hourwaitsucks,negative,Customer Service Issue,American,88
stressful morning still pay check bag lax madhouse lot angry customer yikes,negative,longlines,American,0
best never fly americanairlines ever yall made day remember,negative,Late Flight,American,-1
phone call hr sent back amp forth two line terminal skycap find solution,negative,Customer Service Issue,American,3
thanks responsetough night involved flight got cancelled flightled started taxiing runway,negative,Cancelled Flight,American,1
response flight montrose cancelled flightled not,negative,Cancelled Flight,American,1
thanks rescheduling unfortunately operation process lax chaos amp rep refused print ticket,negative,Customer Service Issue,American,3
told got put another flight would get email still havent gotten one yet,negative,Customer Service Issue,American,23
please try call see happens youll understand allrepresentativesbusy nooption,negative,Customer Service Issue,American,16
tried check redirect call also cant get contact,negative,Customer Service Issue,American,-1
flight delayed time today due flight officer pit ord hour delay date bademployeeproblem,negative,Late Flight,American,6
reservation phone number less helpful telling change thing online cant,negative,Customer Service Issue,American,8
yes not much help guy,negative,Customer Service Issue,American,48
travel advisory toronto today cant access anything regarding international travel website,negative,Customer Service Issue,American,25
understand hour late flightr still havent heard word plan week zero information,negative,Customer Service Issue,American,-1
reservation hold not wish hold thats not possible phone issue americanair,negative,Customer Service Issue,American,8
phone issue please fix,negative,Customer Service Issue,American,40
cant one cant get hold cant get past automated reply hang frustrated,negative,Customer Service Issue,American,16
trying get home beyond complicated not hard student split not fly ever,negative,Can't Tell,American,-1
website havent able check flight morning,negative,Customer Service Issue,American,25
boyfriend supposed home saturday flight cancelled flightled yet please get home,negative,Cancelled Flight,American,-1
tried amp disrespectful not professional amp flight cancelled flighted get home surgeryhelp,negative,Cancelled Flight,American,3
answer phone trying change reservation havent able get human pick two day,negative,Customer Service Issue,American,8
couldnt add ktn asked numerous time one answer phone missed flightupset,negative,Customer Service Issue,American,-1
flight ricdfw cancelled flightled yesterday amp hold cust service est hour answer,negative,Customer Service Issue,American,3
got phone rep flight disappeared locator irrlcd said rescheduled help please,negative,Cancelled Flight,American,1
unamerican airline lie poor customer service,negative,Customer Service Issue,American,1
cant even tell country,negative,Lost Luggage,American,-1
yes sayin particularly poorly handled situation,negative,longlines,American,-1
pay extra co flight longer available wouldnt accept card way nyc,negative,Flight Booking Problems,American,-1
flight chicago buffalo hour flight not care safety,negative,Can't Tell,American,21
could voided ticket since hr since flight booking problem going waive fee still cant get,negative,Customer Service Issue,American,-1
mean flight going buffalo location dont care safety,negative,Can't Tell,American,21
ive line half hour trying see representative might even miss next flight unacceptable,negative,longlines,American,-1
trying speak agent hr cancelled flightled flight rep always busy get ahold,negative,Customer Service Issue,American,30
youre almost bad,negative,Can't Tell,American,-1
use app say,negative,Customer Service Issue,American,57
two hour wait,negative,Late Flight,American,-1
cant get thru anyone phone,negative,Customer Service Issue,American,-1
ive calling morning change name upcoming trip not able get please advise,negative,Customer Service Issue,American,34
take med make severely dehydrated sigh,negative,Can't Tell,American,-1
email address tell ordeal tell think fair,negative,Can't Tell,American,10
set notification amp airway still nothing,negative,Customer Service Issue,American,3
get travel question answered quickly online calling not helping busy day,negative,Customer Service Issue,American,-1
upon entering plane stewardess water dont please take seat,negative,Flight Attendant Complaints,American,38
website wont let view reservation due change made outside hold get help,negative,Customer Service Issue,American,8
outbound flight hour delay air traffic amp gate change dividend mile member get email text update,negative,Late Flight,American,17
record locator oaaret got email couldnt rebooked got notification flight cancelled flightled,negative,Cancelled Flight,American,23
not friend legally required chaperone school trip,negative,Flight Booking Problems,American,-1
record loaaret got email couldnt get rescheduled another flight dont know flight cancelled flightled,negative,Cancelled Flight,American,23
technical problem frustrated answerthephone re hold cant get thru use credit pay,negative,Customer Service Issue,American,-1
cancelled flighted flight rerouted hr travel bump paying customer non rev custserv,negative,Cancelled Flight,American,1
hold againestimated hold,negative,Customer Service Issue,American,13
sent letter said would talk stewardess serving drunk drink help,negative,Flight Attendant Complaints,American,37
supervisor mrobinson served lot attitude cancelled flighted flight spite put back crazybitch,negative,Customer Service Issue,American,1
gate gate agent turning paying customer away favor non rev,negative,Can't Tell,American,2
one app still show time,negative,Customer Service Issue,American,-1
lol sure wake response halfthought auto tweet hope made,negative,Customer Service Issue,American,18
second week row delayed due mechanical issue sleet outside yet stuck changing tire,negative,Late Flight,American,-1
keep trying call change reservation keep hanging,negative,Customer Service Issue,American,8
hahahaha crazy well here another night airport,negative,Cancelled Flight,American,32
youre not sorry enough compensate either extended time cost difference alternate direct flight right,negative,Cancelled Flight,American,-1
stop cutting pasting apology get additional phone rep job,negative,Customer Service Issue,American,-1
work would much better lesson plan music class today,negative,Lost Luggage,American,3
call system fucking joke,negative,Customer Service Issue,American,-1
moved onto availability answer phone young child help,negative,Customer Service Issue,American,-1
honeymooni paid extra business sitting next bride bumped status disgusted,negative,Bad Flight,American,-1
deplaned fucking time fuck,negative,Late Flight,American,-1
redeem travel voucher flight cant reach travel agent phone hold expires hour,negative,Customer Service Issue,American,87
thanks result missing conference attending option book earlieror notreceive refund,negative,Flight Booking Problems,American,20
almost hour heard nothing yet reservation team supposed,negative,Flight Booking Problems,American,8
cancelled flightled flight due weather others flying fine compensation resolution incompetent,negative,Cancelled Flight,American,1
hour phone yesterday really still doesnt pick status air flight,negative,Customer Service Issue,American,-1
worst experience ever way,negative,Can't Tell,American,70
calling tell flight rescheduled hour late flightr supposed seems like bad solution,negative,Late Flight,American,-1
fail see telling caller bag may take hour get jfk brooklyn best,negative,Lost Luggage,American,15
not weather fact cant get ahold anyone help tweet back,negative,Customer Service Issue,American,28
please message assistance cant get anyone,negative,Customer Service Issue,American,-1
ive witnessed manager named denise yell different customer issue rude,negative,Customer Service Issue,American,39
come one answered call email,negative,Customer Service Issue,American,-1
lax service rep hand number call thats not helpful,negative,Customer Service Issue,American,-1
extend rtn flight bereavement could change fee dropped told noworse day life badcustomerservice,negative,Customer Service Issue,American,-1
ive tried ten time last night morninghow many time try meeting make tonight atx,negative,Customer Service Issue,American,-1
thanks done dont understand whose bag couldnt fit arent notified airat landing technology,negative,Lost Luggage,American,0
still not talked anyone guy prepared situation good service mad,negative,Customer Service Issue,American,-1
horriblecustomerservice rudestaff incompetentmanagers,negative,Customer Service Issue,American,-1
good luck ive waiting week,negative,Customer Service Issue,American,-1
tisk tisk rude flight attendant yet cant hang suit didnt buy first class learn,negative,Flight Attendant Complaints,American,14
would appreciated please dont send page long form amp limited character direct email,negative,Customer Service Issue,American,72
biggest joke customerservice ive ever seen brand,negative,Cancelled Flight,American,-1
would awfully nice could send alert flight cancelled flighted text email love,negative,Cancelled Flight,American,23
understand not even put hold say try late flightr goodbye,negative,Customer Service Issue,American,-1
not need apology need fix competent manner,negative,Cancelled Flight,American,52
like call back system thought youd like know not working well received three call there audio,negative,Customer Service Issue,American,-1
need back home tomorrow one helping please help rebook flight tomorrow,negative,Flight Booking Problems,American,31
filed pir agent indianapolis airport unable pull information online site dmed detail,negative,Customer Service Issue,American,-1
cud answer plenty inflight stealing going right amp wont uncomfortable convo pas,negative,Customer Service Issue,American,3
fine would call left message told would hour call havent heard anything yet,negative,Customer Service Issue,American,26
flight cancelled flightled yesterday early afternoon call wake tell,negative,Cancelled Flight,American,1
put call back still nothing think might get back,negative,Customer Service Issue,American,-1
cancelled flight amp flight hr longer amp layover late flight find reasonably priced alternative,negative,Cancelled Flight,American,3
dont know may also working home thanks nothing,negative,Customer Service Issue,American,-1
called line hour late flightr called back sat hold hour airway cut,negative,Customer Service Issue,American,26
flight cancelled flightled need get back cleveland option,negative,Cancelled Flight,American,1
way could put hotel night not sleep airport tonight,negative,Cancelled Flight,American,32
many time exactly call leave number call back hasnt worked,negative,Customer Service Issue,American,16
would great get help ive trying since last night get,negative,Customer Service Issue,American,48
telling frustrated customer super busy please call back late flightr kthxbai hanging not best practice,negative,Customer Service Issue,American,26
becomes get money passenger strict dont feedback reward,negative,Customer Service Issue,American,62
not even bag statuswill take action company incredible irresponsible costumer,negative,Lost Luggage,American,0
still waiting news bag hr already happened company dont give passenger certain information,negative,Lost Luggage,American,0
customer service suck rep not yelling caller regarding weather dfw hope bankrupt,negative,Customer Service Issue,American,28
phone disconnect stay line need checkout hotel hr amp place cant keep calling,negative,Customer Service Issue,American,-1
requested call back cancelled flighted flight dfw shouldnt take long reroute youre customer service lack,negative,Customer Service Issue,American,-1
review system notification website telephone system place clearly inadequate,negative,Customer Service Issue,American,-1
not sell mce post doorclose shuffle way sell drinkssnacks people flight selfupgraded paying,negative,Bad Flight,American,-1
not good enough info communicated point silence hour sat seat broken worst,negative,Late Flight,American,4
cant get operator hour worth call cancelled flight delayed flight automated system doesnt beyond message,negative,Customer Service Issue,American,26
not provide alternative flight hour late flightr ruining trip cancelled flightled angry problem ruined,negative,Cancelled Flight,American,-1
stand baggage claim hour waiting bag knew never made plane,negative,Lost Luggage,American,0
not helpful flight already cancelled flightled reflight booking problem email cell yet notification,negative,Cancelled Flight,American,29
leave jaipur tomorrow back dehli delhi one night need use ability make magic,negative,Lost Luggage,American,85
change gate dont tell fuck wrong people learn fucken job,negative,Customer Service Issue,American,2
trying make online flight booking problem one way barbados nyc wont let say need barbados ccwhy,negative,Customer Service Issue,American,25
would purchase choice guy cancelled flightled flight stuck dfw hour,negative,Cancelled Flight,American,-1
haha said wasnt fault somehow guy joke,negative,Damaged Luggage,American,-1
stuck miami one worst customer experience ever sure let everyone know time waa,negative,Customer Service Issue,American,7
day plain fails,negative,Can't Tell,American,-1
took hour call back disconnected twice ill never get back work,negative,Customer Service Issue,American,-1
far getting maybe bag come today dont know website say status unknown help,negative,Lost Luggage,American,0
flight cancelled flightled need rebooked cant online arent answering call help,negative,Cancelled Flight,American,1
filled whole form receiving poor poor response direct email address reply,negative,Customer Service Issue,American,10
abc let customer info possible might want brush basic,negative,Customer Service Issue,American,7
last trip poor customer service trip row come,negative,Customer Service Issue,American,1
stiiiil waiting please respond flight leaf hr,negative,Customer Service Issue,American,-1
worst rep jacksonville airport rude totally not helpful,negative,Flight Attendant Complaints,American,14
understood integration take time excuse poor customer service,negative,Customer Service Issue,American,-1
least got response via twitter went yesterday,negative,Customer Service Issue,American,18
called paris office morning still waiting miami apparently tag taken,negative,Lost Luggage,American,-1
get assistance flight cancelled flightled today phx dfw not hating job concerned,negative,Cancelled Flight,American,-1
wasnt delay counter wouldnt take valid cac card valid needed tsa precheck pas,negative,Late Flight,American,71
right give email write,negative,Customer Service Issue,American,10
called reservation still waiting someone call back,negative,Customer Service Issue,American,8
confirmed flight done thanks nothing,negative,Customer Service Issue,American,-1
email phone call nothing youve screwed flight familyfriends flight cancelled flighted reservation,negative,Customer Service Issue,American,23
care could someone call explain going,negative,Customer Service Issue,American,16
hey automated call hang cant reschedule cancelled flighted flight via web come,negative,Customer Service Issue,American,1
service rep hasnt happened yet honestly fed sick notice flight got cancelled flighted,negative,Cancelled Flight,American,1
help flight dallas cancelled flightled morning cle hold hour need booked next flight,negative,Cancelled Flight,American,27
hotel tonight expect pay even money dont money supposed get call back,negative,Customer Service Issue,American,24
flight dallas sfo cancelled flighted cant get anything else tomorrow wont put,negative,Cancelled Flight,American,27
possible call system refuse caller twelve hour service option leave,negative,Customer Service Issue,American,-1
understand bit wait called didnt get call back thats not cool,negative,Customer Service Issue,American,-1
pathetic answer found bag sitting lga hour call lmk delivery bag bad,negative,Lost Luggage,American,0
stranded miami automated system keep hanging two day help,negative,Customer Service Issue,American,-1
flight cancelled flighted not word ground staff,negative,Customer Service Issue,American,-1
apologize frustration michael rebooked got call back hour bad,negative,Customer Service Issue,American,-1
trying register since dont want separated brother thehours flighttherere place left,negative,Customer Service Issue,American,83
trying get thru agent since last night changed flight day infuriating need get sea,negative,Customer Service Issue,American,30
called last night hr got call back get one day pas admiral club going spending hr dfw,negative,Customer Service Issue,American,-1
get guy respond tweet really sad feeling ignored,negative,Customer Service Issue,American,18
still waiting call back stranded one talk,negative,Customer Service Issue,American,-1
trying talk customer service add lap child cant get hold anybody need help,negative,Customer Service Issue,American,-1
thx already iberia website seat reservation unavailable hopefully call,negative,Flight Booking Problems,American,8
merger cluster inefficiency misinformation going done,negative,Customer Service Issue,American,47
would nice could actually talk reserv teamit hang since last night,negative,Customer Service Issue,American,16
one checkpoint open jfk terminal ridiculous,negative,longlines,American,15
wow flight crew show min flight catering nice treat customer,negative,Customer Service Issue,American,9
miss saying goodbye friend cause crappy service swear never hear end itamericanairlines,negative,Customer Service Issue,American,-1
absolutely false stmt comedy error incl catering etc getyouracttogether,negative,Customer Service Issue,American,-1
see report team,negative,Damaged Luggage,American,-1
hour still call back hung automated system americanairlines,negative,Customer Service Issue,American,16
bet make screw right thing need bag job grounded today painandsuffering,negative,Lost Luggage,American,0
last thing want deal mon ive already waited suggested wait time hope get call back asap,negative,Customer Service Issue,American,-1
get automated system hang finally get message call back hour,negative,Customer Service Issue,American,16
say agent busy try back late flightr,negative,Customer Service Issue,American,30
file loctjycqh bag airport since last nitenot scheduled get unt aft shld ashamed disgusted,negative,Late Flight,American,0
remained hold hr resolve flight schedule amp system hung unhappycustomer,negative,Customer Service Issue,American,3
two day trying reach americanairlines customer service change flight,negative,Customer Service Issue,American,-1
death dear friend heart broken americanairlines heated,negative,Can't Tell,American,-1
spent hour trying check use military luggage messed boarding pas amp forced line,negative,Lost Luggage,American,0
customer service via phone person stone wall giant middle finger painted,negative,Customer Service Issue,American,-1
day callbag anyone pick call held til holding insanehelp,negative,Lost Luggage,American,49
way ruin vacation brother called night multiple place line get dead air call back,negative,Customer Service Issue,American,-1
trying change flight hang ppl call volume high thats joke right,negative,Customer Service Issue,American,26
thanks reflight booking problem flight leaving luggage nyc unbelievable,negative,Lost Luggage,American,29
reservation phone system actually work know number unreachable callback dead air,negative,Customer Service Issue,American,8
told flight amp cancelled flightled dont seem datetime change ive waiting call,negative,Cancelled Flight,American,3
husband amp complain flight get voucher get nothing flew biz email,negative,Customer Service Issue,American,-1
date revieving money sent letter post several email reply frustrated,negative,Customer Service Issue,American,10
